timestamp,configuration,run_number,total_lookups,cache_hits,cache_hit_percent,bucket_hits,bucket_hit_percent,misses,miss_percent,cache_hit_latency_ns,cache_hit_stddev_ns,cache_hit_min_ns,cache_hit_max_ns,bucket_search_latency_ns,bucket_search_stddev_ns,bucket_search_min_ns,bucket_search_max_ns,context_predictions_total,context_correct,context_accuracy_percent,window_diversity_percent,window_final_size_bytes,total_runtime_ms,memory_allocated_bytes,speedup_vs_baseline,ci_lower_95,ci_upper_95
STANDARD,A_BASELINE,1021,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,1.0,0,0
STANDARD,A_BASELINE,1022,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,1.0,0,0
STANDARD,C_FULL,1023,Iterations:,17389,17.39,82611,82.61,0,0.00,30.907,0.000,21.000,187.000,36.637,0.000,26.000,10276.000,0,0,0,0,0,6.48,0,1.185,0,0
STANDARD,A_BASELINE,1024,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60,0,1.0,0,0
STANDARD,C_FULL,1025,Iterations:,17389,17.39,82611,82.61,0,0.00,29.659,0.000,21.000,2618.000,35.894,0.000,26.000,5925.000,0,0,0,0,0,6.35,0,1.210,0,0
STANDARD,C_FULL,1026,Iterations:,17389,17.39,82611,82.61,0,0.00,30.014,0.000,21.000,151.000,34.333,0.000,26.000,4735.000,0,0,0,0,0,6.30,0,1.143,0,0
STANDARD,C_FULL,1027,Iterations:,17389,17.39,82611,82.61,0,0.00,31.181,0.000,21.000,131.000,36.663,0.000,26.000,73000.000,0,0,0,0,0,6.58,0,1.175,0,0
STANDARD,B_CACHE,1028,Iterations:,17389,17.39,82611,82.61,0,0.00,30.645,0.000,21.000,211.000,35.498,0.000,26.000,25156.000,0,0,0,0,0,6.55,0,1.158,0,0
STANDARD,A_BASELINE,1029,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,1.0,0,0
STANDARD,C_FULL,1030,Iterations:,17389,17.39,82611,82.61,0,0.00,28.942,0.000,19.000,2458.000,33.201,0.000,22.000,17127.000,0,0,0,0,0,6.03,0,1.147,0,0
STANDARD,B_CACHE,1031,Iterations:,17389,17.39,82611,82.61,0,0.00,31.028,0.000,21.000,194.000,34.984,0.000,26.000,5561.000,0,0,0,0,0,6.32,0,1.127,0,0
STANDARD,A_BASELINE,1032,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,1.0,0,0
STANDARD,A_BASELINE,1033,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40,0,1.0,0,0
